Monto,Cantidad,ITBIS,Descuento
6274.9,17,805.91,476.97
42308.19,3,14.66,267.09
34326.78,17,236.03,369.83
26103.44,7,716.52,115.67
2915.4,8,11.77,183.91
47800.11,9,913.33,463.68
7485.61,18,430.05,7.83
4013.36,14,414.39,36.02
44665.5,6,513.9,303.53
15807.42,14,663.51,215.95
29197.57,6,808.71,253.93
13200.41,6,834.44,202.04
47429.74,18,401.67,159.32
3942.22,6,519.16,117.7
37349.65,7,894.18,152.26
4725.38,5,986.46,265.21
40068.64,9,481.24,355.27
14894.48,10,778.22,362.64
27334.56,15,955.24,496.89
33512.18,4,294.77,377.65
6688.66,3,683.83,170.33
12473.89,11,563.36,235.68
43479.32,7,972.63,305.01
7511.75,19,298.12,227.22
23970.89,2,88.04,295.3
14133.66,19,600.09,279.97
9087.49,15,151.44,231.61
20713.11,4,432.98,188.83
45252.84,11,993.77,479.66
11063.51,14,13.85,383.41
47028.32,6,406.06,449.32
8594.32,16,539.82,294.23
36535.94,9,881.95,116.42
23951.36,2,925.59,309.96
4737.29,11,380.6,37.32
18072.71,13,348.63,80.16
5757.89,9,498.74,133.52
15953.41,15,279.15,393.08
25126.93,1,411.44,359.27
1851.74,17,451.14,12.99
16449.73,17,373.99,352.41
13912.06,3,622.68,488.01
35283.64,19,179.42,463.04
13072.84,18,59.24,155.97
38529.95,8,726.88,487.04
47373.45,15,619.48,128.75
23802.94,18,55.49,404.1
35663.58,12,207.79,83.11
22471.0,11,976.31,438.95
8437.29,4,237.5,277.95
38199.52,18,227.75,356.07
45330.22,12,217.1,460.82
46218.67,2,98.83,315.43
17436.92,5,855.87,96.96
27729.21,15,589.19,25.13
3694.9,12,501.12,87.22
38565.3,12,950.13,112.32
4204.17,11,489.32,430.06
9826.43,7,633.02,4.65
16794.74,2,161.33,26.69
28029.61,18,56.4,100.83
17094.71,18,710.16,247.29
37408.21,2,216.3,484.92
17875.78,15,520.51,265.25
14213.46,19,911.41,380.41
30495.26,9,420.75,475.81
1023.86,5,687.76,392.0
14657.13,19,902.77,15.63
28200.87,17,814.84,135.78
2560.94,7,938.17,74.68
48168.63,1,175.73,249.78
8801.86,13,655.93,47.41
21032.37,13,670.31,498.49
26591.81,4,192.27,180.92
8617.52,7,851.7,356.0
14434.99,5,243.87,28.04
32927.18,1,194.52,293.26
15612.98,4,470.61,366.73
20733.57,4,387.34,324.41
24251.64,13,359.91,92.96
38038.99,10,690.27,49.27
46735.73,5,489.47,249.96
27977.5,12,30.12,1.57
39494.69,6,550.54,166.62
19164.37,9,481.35,262.91
45133.71,17,967.62,305.16
27867.05,13,862.32,74.22
47867.58,19,747.21,114.01
39555.06,8,471.4,153.18
14945.29,4,844.53,288.57
44080.98,3,663.84,256.66
18387.8,19,731.42,421.7
26284.81,17,329.14,352.87
49863.5,8,82.39,422.89
9523.31,13,99.42,123.35
49580.71,18,957.13,291.45
23476.62,17,954.01,47.24
19042.47,14,822.11,35.46
37809.13,18,13.94,32.54
35302.18,18,609.66,209.26
43416.66,13,943.83,468.1
30846.79,5,233.09,489.05
19106.21,7,880.22,302.32
28567.51,10,19.85,444.87
24827.5,13,66.83,447.17
22232.3,11,804.03,66.59
39591.5,10,488.92,368.19
7941.97,14,542.03,288.07
25322.38,11,667.42,274.37
23515.64,9,644.82,202.67
33971.0,16,275.46,323.41
38510.31,10,547.61,171.81
33645.45,9,80.2,224.07
47345.05,16,413.34,182.95
5961.73,3,970.54,337.46
25465.99,5,562.45,368.23
13443.24,13,257.86,490.29
15364.4,5,805.81,268.32
2591.15,19,974.97,134.37
10087.76,8,620.36,414.14
14322.21,1,733.43,131.4
25298.28,3,941.94,124.1
47672.68,13,673.8,489.58
20754.84,4,658.47,183.47
4063.36,12,220.96,489.49
5168.19,8,220.71,196.74
35214.48,16,451.39,197.0
41408.99,1,146.77,441.98
47492.03,6,130.85,408.45
1927.77,10,92.06,185.02
35632.03,4,376.07,82.59
37954.35,18,493.94,57.68
4611.48,18,318.08,357.47
28372.39,17,219.57,66.33
33838.23,9,501.19,67.66
21265.06,7,718.35,294.32
40330.71,5,156.62,494.78
34422.47,4,217.64,111.84
48445.57,13,233.97,379.53
2868.16,19,64.72,474.2
40800.22,8,39.98,131.41
15731.12,9,664.98,371.64
49900.62,13,52.38,402.8
40164.1,11,120.9,454.1
30662.99,11,131.81,86.3
28000.73,10,353.26,343.43
32264.63,15,957.26,210.13
9480.25,7,453.57,28.88
32123.35,2,545.21,146.06
13995.21,19,420.32,51.53
41700.65,8,985.03,438.91
18890.23,1,47.59,62.46
7772.31,14,601.95,476.68
5737.12,7,460.26,386.75
28752.34,2,486.69,405.33
6704.61,9,677.27,380.29
29405.44,5,288.4,276.02
30659.19,3,937.57,60.12
24802.87,10,596.19,490.29
43278.65,10,60.78,209.89
21971.36,5,166.36,463.6
14381.95,16,806.09,362.4
25243.52,11,243.3,82.88
49501.04,14,918.48,38.92
18794.27,12,927.99,340.78
20842.15,7,347.05,254.14
5425.27,11,111.32,21.41
8493.11,8,748.87,288.68
24148.48,4,704.43,301.36
11734.27,10,614.77,87.46
32147.01,1,590.1,228.25
17580.67,14,298.52,422.03
34360.43,4,768.59,307.18
27776.38,6,961.69,334.85
3617.88,17,475.26,57.01
19155.24,8,594.45,458.15
44721.0,8,818.13,278.48
13070.31,18,782.46,410.12
27801.55,4,702.36,80.32
12899.6,18,257.42,495.54
19650.55,9,332.22,137.77
44971.78,8,154.53,101.18
41080.66,19,81.24,136.98
25927.62,6,139.6,318.33
3828.79,6,386.78,486.19
29033.25,12,438.66,449.53
9697.86,10,713.83,307.5
14716.98,2,545.16,250.45
24383.99,8,231.44,225.94
3868.21,19,682.1,161.65
41487.35,8,651.06,193.04
36264.53,16,93.39,408.56
45856.62,13,476.93,428.8
17485.34,18,620.08,296.65
42352.98,19,469.33,28.77
40417.48,2,454.45,18.54
15368.26,3,219.24,447.67
514.99,8,490.45,411.18
43058.72,15,511.02,112.09
6118.69,1,918.42,268.45
28402.3,2,967.81,456.52
23038.28,19,666.3,289.73
38272.47,17,387.5,330.5
44016.2,15,621.39,386.81
42900.11,5,300.97,496.69
1549.84,7,434.9,226.87
13447.73,13,693.93,181.15
13025.64,17,340.35,275.4
12854.88,14,203.99,242.62
17903.8,17,861.49,364.73
46872.3,19,783.62,3.25
38718.69,7,622.57,55.66
17251.73,13,816.81,122.57
28230.77,7,474.13,297.87
10835.87,15,391.58,363.41
37189.6,11,178.2,163.48
3471.08,16,496.63,483.81
13500.72,6,529.22,85.58
14351.66,11,407.12,439.94
5715.57,3,161.62,117.95
21142.21,6,488.62,105.3
46767.79,4,568.68,324.79
37829.01,7,580.92,70.5
4713.51,9,333.1,487.18
41676.98,5,521.02,315.81
29700.23,19,844.82,360.72
49364.16,7,216.99,453.2
17596.57,1,361.61,310.01
28363.24,13,732.32,334.65
13102.81,5,500.2,63.61
39925.86,3,69.87,448.86
4844.81,17,172.44,138.65
31679.97,4,361.53,186.68
41591.68,7,857.83,281.23
30803.96,16,14.83,206.16
33672.09,19,931.22,429.27
9305.98,4,336.99,91.56
13039.4,9,20.24,216.85
6866.4,4,563.64,228.61
19313.43,8,271.56,488.3
8765.49,17,143.18,420.81
1227.91,18,641.3,244.34
14512.6,13,230.01,419.02
3596.84,10,188.45,203.13
40709.83,10,67.97,68.84
26400.69,13,25.87,237.35
43840.07,12,543.76,339.89
49115.19,19,47.23,363.05
26067.12,3,664.34,449.0
32392.13,3,592.37,289.39
19540.23,11,242.73,451.21
17420.64,4,720.99,466.74
28273.17,10,686.18,499.31
24835.06,10,680.15,260.66
18837.25,10,604.37,467.1
30140.92,19,438.86,469.45
10418.0,16,385.88,496.96
35910.62,6,162.94,337.3
30842.52,7,804.74,29.25
49114.05,1,229.42,166.76
20223.17,6,742.75,262.55
6029.29,10,830.66,408.74
5115.14,2,23.95,31.81
19305.45,5,805.5,188.44
32470.08,8,582.54,476.27
45108.94,19,251.9,331.45
4348.74,18,881.12,319.96
18031.9,19,363.82,392.77
16155.39,17,475.1,279.5
42814.61,7,739.43,133.94
21675.82,4,780.41,261.7
15586.32,14,323.71,227.09
17408.36,5,969.56,426.64
34569.29,8,901.32,421.75
26143.91,2,299.58,87.47
6177.85,8,639.85,216.33
19352.65,8,996.19,358.93
23430.78,10,891.69,53.98
28943.65,18,178.45,409.45
30959.11,1,818.49,4.97
49681.49,7,587.01,423.9
44040.5,8,397.12,15.57
12364.05,16,506.28,129.41
9326.53,6,574.79,137.36
11306.61,15,183.95,426.37
16348.14,19,553.64,149.33
40909.2,14,489.86,336.51
36656.64,6,925.66,399.15
10643.57,14,854.06,443.7
42890.78,10,288.05,414.52
459.13,2,656.6,469.44
49630.87,19,940.39,321.86
11168.39,14,485.25,68.2
40299.66,9,453.65,432.73
27656.4,17,564.48,135.88
15906.12,15,852.61,415.7
9455.52,16,399.4,286.88
14509.75,16,939.52,320.29
21586.03,17,763.19,444.5
24435.7,8,689.32,0.14
22654.28,16,245.2,186.31
30231.0,7,799.08,74.73
32655.38,9,625.38,101.77
10888.8,3,179.29,302.42
46779.87,13,151.59,229.65
10755.44,17,317.45,496.14
34099.04,15,711.95,7.82
16720.67,12,797.87,399.79
32200.15,10,77.62,221.37
25089.61,16,994.27,64.96
36573.32,6,914.58,305.08
45283.08,10,181.4,0.61
31530.67,3,222.56,67.19
12523.88,13,358.14,79.3
11101.16,5,872.96,28.92
28702.94,4,882.62,246.08
49678.9,9,693.0,493.62
23261.79,14,236.04,65.31
40030.37,5,594.33,271.23
31930.36,18,993.7,37.16
9856.42,16,945.61,23.98
9659.15,15,871.11,26.48
30389.31,11,971.71,410.53
37097.09,8,362.12,489.82
3389.23,3,61.04,150.09
24195.38,17,673.14,56.9
17782.76,4,308.69,183.75
2270.73,15,291.17,459.51
21303.25,9,688.4,481.92
29787.26,9,160.12,69.85
1612.75,9,954.38,186.4
37176.71,17,792.21,324.7
46038.24,12,761.36,6.31
36173.94,17,111.37,328.88
44443.06,9,685.18,289.32
27156.42,6,602.03,441.9
2303.38,2,47.98,123.69
12570.8,6,846.99,80.29
14981.59,15,714.36,326.16
18114.09,19,95.81,100.14
27976.45,15,198.6,313.92
21911.7,8,179.85,94.14
40021.92,16,939.12,292.87
6260.51,9,763.65,201.55
12396.06,14,467.39,50.7
20776.1,12,776.34,244.68
40315.22,10,285.22,182.47
32916.35,14,233.63,94.71
2980.26,10,762.73,420.75
49500.19,2,479.61,161.38
40323.59,19,309.28,170.49
42190.87,18,330.93,120.75
33964.1,12,690.87,475.34
15778.1,15,184.12,270.74
40472.58,14,386.9,167.55
5737.44,8,60.77,110.07
24588.45,17,778.15,234.58
20046.94,11,243.4,36.43
30734.5,7,190.22,378.05
23852.38,11,784.61,88.93
3809.01,17,670.26,34.61
44579.0,13,596.17,263.81
44588.93,11,272.89,233.5
38773.36,8,165.4,398.99
38522.85,6,552.9,309.57
8582.09,3,31.74,236.31
34498.5,15,604.45,230.26
19451.5,6,476.81,183.97
36611.39,9,846.49,499.39
14255.48,4,349.49,422.56
47218.41,16,641.65,380.83
25725.37,4,265.91,485.31
11274.84,10,721.32,252.82
17879.04,19,20.33,263.96
13384.48,18,531.22,33.84
12420.78,4,639.01,116.47
4816.95,4,318.43,477.32
22808.29,10,287.27,12.06
15428.97,7,625.39,86.41
39885.75,11,514.14,492.03
29034.6,1,185.33,417.84
30016.63,19,610.72,147.21
45379.28,2,701.36,121.44
32972.32,15,186.81,398.92
36112.04,14,13.62,455.26
37044.04,10,762.57,408.84
6756.6,11,840.62,181.95
27357.22,18,660.48,489.78
25510.53,10,736.07,221.7
42481.9,5,658.94,338.14
47894.62,18,966.7,463.85
35530.17,4,380.72,433.45
10943.96,11,297.0,448.66
48555.71,7,972.06,477.45
38995.31,5,669.92,230.18
1166.01,14,937.02,474.53
25967.08,15,802.6,80.28
18454.73,18,97.64,196.26
34195.59,15,830.02,387.25
41494.78,6,443.56,81.2
17297.79,3,47.14,328.78
30532.83,13,355.86,121.01
30628.82,7,566.1,195.8
31230.08,15,102.01,398.66
41752.84,13,38.38,23.11
41233.51,4,836.64,233.84
9057.05,15,856.31,221.57
9415.35,11,678.0,119.93
26206.46,1,513.29,432.94
37435.34,14,18.0,386.87
9703.75,18,556.44,264.35
38540.72,5,458.75,393.91
14013.25,7,722.93,53.44
36131.2,15,583.6,118.69
29094.14,7,507.13,242.9
5755.24,11,494.24,304.55
13188.62,7,188.92,104.4
30709.85,14,948.1,290.44
41590.55,9,935.62,313.48
24185.29,17,440.15,72.42
41656.98,13,178.08,10.72
10315.28,7,912.26,55.77
34467.5,9,670.44,393.32
29728.41,14,920.45,224.1
29915.02,10,200.25,310.24
14227.84,4,643.44,22.39
19377.75,12,697.6,134.87
32150.12,17,171.73,413.49
34446.35,14,331.83,175.94
32912.44,12,292.75,225.61
47573.99,18,211.64,285.61
27071.15,10,541.81,489.05
16732.75,19,821.38,148.32
4844.2,14,905.05,185.2
2216.22,19,856.19,83.24
42595.41,10,235.92,22.84
12658.84,1,495.41,299.67
23647.75,13,800.22,239.55
38138.97,9,328.8,423.92
36897.61,18,666.96,419.46
43115.65,4,412.61,439.63
9696.32,8,389.75,433.42
8330.24,13,149.36,223.54
43492.78,1,496.76,261.35
17952.19,9,409.82,366.57
41450.22,5,179.35,240.11
33786.22,16,604.91,101.19
37304.51,12,54.45,229.87
40921.73,1,437.58,322.42
25999.2,15,134.49,271.02
1446.04,17,329.49,264.39
47302.04,5,923.09,480.18
49336.79,16,574.75,357.12
18815.37,19,719.19,270.73
33244.48,11,62.05,420.71
32789.4,2,712.34,381.18
25688.6,9,806.85,373.5
44817.81,15,573.67,127.5
27144.64,6,380.68,31.46
11365.33,1,370.52,407.23
27703.32,19,499.74,348.96
47187.21,19,742.38,48.03
18588.96,17,376.41,479.49
49303.19,3,488.55,154.78
41632.81,13,252.44,38.98
7859.35,8,340.25,398.97
34193.33,11,872.15,263.39
17686.99,19,211.51,417.33
4692.45,9,743.69,227.41
35807.68,10,24.63,230.15
23626.82,15,912.65,375.69
44809.3,14,238.6,145.24
41821.31,11,645.67,284.99
39393.42,3,893.75,406.66
27993.12,12,449.17,397.29
43785.68,19,594.2,373.39
454.07,17,405.63,248.46
40243.88,16,89.12,135.07
10896.71,6,819.34,178.16
45683.55,14,973.33,415.37
8469.4,13,538.95,65.75
11984.36,9,59.16,385.56
26563.07,12,401.01,357.62
38536.84,15,577.15,257.41
33764.66,1,673.57,443.36
47174.87,9,239.02,207.16
20900.92,17,874.9,166.93
10532.38,15,410.79,273.74
16838.55,4,688.52,399.66
47796.47,10,696.11,210.58
4390.86,8,362.75,352.8
15778.95,13,41.44,113.04
33305.16,11,433.65,69.06
38407.32,9,768.83,167.96
30284.06,5,275.48,483.19
45095.76,4,968.97,166.25
39912.13,15,69.13,258.05
36097.86,19,375.69,324.66
24605.66,8,122.03,137.29
37747.61,1,499.78,214.71
44763.66,8,739.9,483.16
7650.33,11,575.63,422.73
30380.62,18,514.13,75.32
24181.1,12,642.96,195.88
36155.52,10,628.05,491.91
15343.66,19,635.34,427.71
34451.06,18,900.77,52.11
16005.31,6,807.7,276.67
4963.67,14,402.33,377.38
42302.98,12,940.18,328.37
39918.07,14,187.03,196.12
35448.55,12,557.13,144.0
20864.62,3,318.52,194.83
26611.92,7,343.8,24.31
24505.77,15,82.79,124.47
17285.71,5,158.69,304.57
35397.17,17,566.03,280.22
22858.33,18,905.64,482.04
31442.19,6,659.61,361.03
32169.87,14,249.28,295.09
23626.28,7,632.03,188.44
34397.41,17,481.97,64.72
33230.33,3,112.11,285.67
23849.66,8,571.14,20.97
16312.45,14,545.56,441.46
5486.11,5,412.91,8.23
38194.45,17,766.23,446.01
25018.92,19,244.35,140.87
9248.47,7,49.19,67.5
32030.99,12,167.52,273.33
49210.09,6,425.27,278.74
39517.15,7,191.05,218.43
49024.95,17,726.38,477.64
5204.35,13,938.5,132.38
49200.73,3,390.64,124.79
34311.23,17,753.14,84.0
29753.68,9,655.43,319.01
14108.21,19,214.19,235.11
49529.65,8,638.99,189.44
32778.96,18,930.53,201.37
23048.26,2,356.31,272.9
18711.57,2,493.28,321.83
12257.26,5,815.8,91.15
9195.92,3,799.28,423.61
16442.26,19,817.32,428.15
30323.78,17,491.54,352.14
46256.24,18,142.23,60.38
43987.66,19,892.75,192.39
762.94,11,691.75,409.92
49628.04,7,506.27,351.99
42956.84,19,229.19,429.21
5496.05,16,420.67,262.17
37372.13,4,921.62,238.07
37748.44,7,317.96,384.1
1924.56,8,569.39,446.88
22441.72,11,601.11,235.18
31312.85,1,689.47,432.45
44347.07,7,723.0,157.65
33234.75,6,657.39,329.62
35965.97,19,509.94,394.69
24017.09,5,906.39,402.5
24080.07,17,315.34,105.49
27242.21,4,49.18,379.58
32561.02,15,135.36,491.31
17624.57,14,302.71,116.15
27393.28,15,719.54,322.85
27213.89,7,454.16,0.81
6595.01,6,482.0,182.12
22278.32,4,127.65,359.53
8374.41,13,979.92,335.41
47909.48,13,116.35,383.94
29570.79,18,807.92,295.72
49148.77,9,196.86,15.38
25825.11,14,650.05,407.36
844.12,15,319.04,226.89
25295.66,10,358.74,34.14
4516.46,16,120.88,199.06
8416.67,3,627.24,340.4
7342.35,11,592.18,364.55
46402.16,16,84.06,152.45
8104.52,8,969.48,444.44
34391.76,8,207.53,400.95
16662.99,9,501.68,311.78
21571.37,8,998.12,124.41
5763.72,12,482.6,364.47
48026.6,11,905.74,166.15
10724.87,18,180.48,375.63
651.88,11,97.84,18.1
13982.81,9,397.28,356.97
24520.3,18,685.65,181.59
1737.52,15,697.21,142.02
31042.86,8,948.52,271.14
17058.74,15,139.48,149.88
613.28,8,900.85,119.33
31304.29,16,491.75,296.31
10257.6,7,421.86,329.8
44156.51,12,460.9,271.91
33296.04,2,648.04,365.68
26325.48,19,162.86,202.17
24071.65,1,654.57,328.4
16267.67,2,421.82,430.13
4495.02,13,835.36,173.8
24810.85,13,512.36,294.56
14472.42,18,372.44,31.49
19913.53,13,638.63,99.61
24462.11,6,678.61,125.75
10854.15,11,587.6,315.46
24245.11,11,838.0,214.71
10014.55,8,766.85,461.19
30270.61,3,461.04,227.93
954.73,3,194.18,226.57
21994.19,16,148.98,45.07
45936.29,1,232.6,50.49
18545.98,18,706.33,65.7
43901.49,18,120.3,374.89
616.93,2,615.58,247.15
21460.4,4,224.72,383.86
39297.15,8,723.59,382.91
7812.23,1,473.54,495.79
49068.96,4,122.44,414.1
18396.83,15,778.75,190.57
13097.54,14,850.31,393.86
41307.03,1,163.25,323.6
9812.5,13,947.9,379.81
8560.44,3,831.46,52.81
35708.59,7,460.5,240.49
24549.88,9,603.1,119.4
12420.7,9,301.35,65.22
42162.14,5,492.68,423.17
42360.58,3,224.38,286.06
45154.53,17,977.85,336.65
43125.74,1,727.04,276.06
33448.45,8,482.82,292.08
13869.59,8,78.32,336.55
17073.33,11,716.77,90.08
24124.62,10,832.26,40.99
3530.83,2,329.47,142.72
12910.18,14,395.43,128.6
44266.63,3,191.41,228.89
20945.64,18,125.54,108.12
36664.79,13,800.47,270.71
44680.61,14,83.35,432.22
10198.23,19,377.35,311.57
45744.53,12,401.09,282.39
23658.3,9,507.35,171.73
11822.93,10,649.5,361.39
21544.66,3,815.37,277.73
8888.0,4,31.4,152.66
30187.65,5,435.04,259.91
26101.77,2,793.98,425.48
12087.53,17,120.65,124.92
7715.32,3,309.05,212.71
29526.35,17,365.09,41.06
14730.97,1,220.23,283.62
2889.77,14,173.18,185.89
29125.84,15,604.41,97.14
5290.93,18,94.08,364.63
39781.3,15,784.16,467.37
11402.86,19,480.59,249.21
24444.66,16,12.89,201.01
18582.83,10,451.79,243.31
18890.01,1,118.26,418.6
15314.92,11,154.71,133.33
43391.33,12,929.58,273.89
43852.1,13,376.83,223.4
5980.53,10,36.04,481.22
16594.38,17,153.88,129.47
13377.29,14,772.09,92.66
49314.51,18,448.37,465.6
11926.41,18,153.73,137.16
14412.41,5,838.89,46.58
31959.72,4,190.03,286.44
44538.79,3,789.12,347.51
36060.49,19,766.37,452.58
31700.41,2,706.45,468.68
45324.71,11,227.92,418.33
41293.61,8,546.77,380.86
21731.16,1,742.05,270.1
36661.13,4,49.85,403.2
1252.25,17,463.4,320.39
26179.9,1,451.13,110.98
6420.92,15,574.86,115.16
22386.44,3,427.98,182.28
39609.91,7,415.31,463.68
38185.61,18,974.48,206.55
34022.19,12,777.91,44.7
35224.85,14,944.54,166.34
16751.86,5,584.47,212.36
2180.95,10,596.91,420.88
33595.0,4,209.14,328.05
30465.7,5,457.01,221.99
32060.07,9,195.43,171.38
24900.49,10,735.7,365.7
28137.52,5,105.83,15.79
928.22,11,140.09,49.44
23095.55,14,135.61,419.61
19075.95,4,188.89,385.67
42893.54,12,570.99,239.45
21550.18,6,269.97,480.51
37116.33,16,148.09,214.57
28901.44,18,285.03,278.03
8102.05,10,552.27,72.05
48828.85,3,65.15,123.03
28499.14,17,30.59,5.42
30025.26,16,969.38,129.33
522.91,3,711.12,442.21
45778.52,9,260.94,104.3
27380.75,5,833.86,22.34
26713.74,16,152.97,92.0
25593.91,2,75.66,286.72
41818.4,12,589.49,461.94
4001.96,5,492.44,418.25
41333.35,19,549.45,359.23
25144.52,10,520.61,412.04
18241.91,5,188.39,8.27
2100.94,8,95.75,355.33
47861.03,10,224.21,259.37
9889.48,19,97.99,102.97
14967.72,8,228.97,352.27
7522.25,2,749.98,22.06
11164.06,11,526.23,72.94
40818.06,3,344.26,16.02
37494.5,11,178.3,100.61
41379.31,6,631.17,316.72
29231.68,17,520.15,208.14
46202.81,19,210.58,432.34
33472.52,10,892.58,204.99
13741.56,4,895.83,454.35
12450.27,18,589.68,8.71
25468.12,9,864.41,428.45
7751.67,2,815.5,439.52
524.09,18,212.46,243.3
45936.06,11,617.0,143.42
37967.83,19,722.7,458.69
10576.85,1,597.27,474.52
48093.91,3,416.11,464.98
12823.69,14,274.8,298.37
35720.36,8,814.91,181.73
4046.62,14,923.9,326.54
43646.98,12,37.49,331.82
47411.25,2,635.01,165.8
1103.24,13,999.97,54.19
33689.95,10,610.58,48.03
45956.15,15,467.05,390.85
26512.06,16,879.82,4.34
1758.99,1,497.54,33.6
40629.43,16,888.1,410.84
22477.73,2,399.3,450.69
27729.39,1,766.25,176.59
37210.73,15,152.68,194.52
16379.98,11,777.8,411.26
25115.07,1,21.63,47.26
24569.01,12,354.29,415.75
28474.36,18,361.28,133.3
40649.78,4,387.52,481.46
23479.78,9,991.42,174.08
5786.13,11,534.8,11.65
11070.83,1,77.22,186.38
30926.73,11,571.57,184.04
37917.18,12,739.2,162.55
18145.36,19,564.46,263.62
16744.8,18,678.13,219.7
20371.68,15,931.15,494.56
30630.03,1,631.66,96.6
47341.41,6,875.86,33.61
11317.83,6,647.28,110.2
34460.2,18,173.03,335.42
42028.99,19,28.79,434.84
30379.95,14,670.25,395.55
34167.38,5,756.12,300.24
20087.86,8,131.43,397.81
8723.31,13,243.92,218.39
45476.87,4,919.2,54.57
31311.22,16,405.09,185.03
23599.34,8,901.46,96.98
24720.99,8,826.61,109.04
38605.58,5,170.47,278.6
22324.77,13,104.6,92.61
23226.75,19,854.02,296.89
37010.97,11,825.24,46.63
37753.88,16,123.9,276.8
28523.69,2,156.6,427.53
22319.84,8,429.49,470.28
13328.63,19,680.51,6.35
17700.51,12,627.57,5.72
33138.42,3,587.94,347.45
32860.42,1,246.58,413.09
43653.31,12,672.95,156.67
25077.74,11,517.09,196.36
33203.8,3,185.16,73.15
32520.99,2,718.66,382.8
915.46,15,678.3,217.46
19846.71,19,395.69,131.77
1834.22,6,261.22,453.41
39725.96,3,860.9,146.9
1551.4,9,286.76,191.98
20203.8,10,139.79,246.4
27826.45,3,638.04,134.92
49065.6,9,528.32,84.03
39275.61,1,334.69,90.69
38761.4,12,303.68,415.52
292.43,3,961.52,110.44
47059.57,16,322.43,201.74
27644.22,15,721.72,17.79
1896.15,2,716.65,108.51
20391.75,8,189.82,465.43
9719.94,3,881.0,262.98
42901.18,5,881.85,172.13
6599.65,6,392.41,355.59
47182.78,6,590.57,148.69
2446.56,8,114.03,267.49
4995.3,2,572.15,20.87
5283.87,6,69.03,348.34
44933.3,3,324.66,26.6
46147.9,2,710.39,320.75
14177.38,15,851.73,291.86
17528.74,4,529.4,6.66
31767.73,12,942.21,252.8
6763.68,10,653.89,257.16
3644.09,16,737.99,79.2
22574.35,3,340.35,419.05
22268.98,3,663.01,377.75
8785.12,11,461.15,110.1
27095.57,1,701.28,348.05
34112.41,10,449.58,346.77
29199.9,17,140.46,260.87
25209.44,17,638.59,36.57
35453.75,12,479.64,211.76
45557.04,5,53.2,405.55
30241.0,10,174.51,39.25
29819.87,16,660.43,495.72
7632.99,10,964.99,396.33
12008.35,6,99.68,272.73
21738.91,11,569.66,212.56
31162.93,8,380.39,316.63
7383.66,4,580.4,233.98
18016.5,5,805.43,77.77
28522.71,7,266.38,327.09
48199.85,10,439.39,327.04
31335.23,10,148.36,408.9
11709.35,15,706.3,436.09
1955.17,14,571.94,89.38
35100.18,8,676.74,349.22
19078.17,18,743.5,392.92
32544.03,1,780.31,247.65
21059.51,14,457.42,354.64
16769.71,18,922.94,468.04
9733.12,7,977.71,221.49
3121.0,8,490.08,499.72
47825.18,16,121.83,141.7
49057.97,8,987.38,147.71
46308.37,19,444.36,392.02
22179.12,14,484.09,451.28
35084.34,10,10.1,347.51
25084.09,5,102.91,221.28
28435.22,11,540.54,392.43
21599.69,7,507.65,362.15
29509.49,8,576.94,49.66
49854.24,3,373.01,151.54
23343.54,2,580.31,305.45
18800.9,14,774.82,303.38
29796.94,9,575.17,165.04
26974.79,11,207.05,226.11
48175.73,3,481.68,116.12
48525.38,11,272.92,177.13
12115.9,13,57.71,267.37
18438.22,1,182.47,347.25
30674.41,15,140.84,449.16
3172.16,10,98.35,337.11
6526.99,10,736.94,52.0
46557.02,9,68.87,439.51
1870.1,11,892.25,308.95
21966.24,6,401.94,147.56
5161.46,17,604.71,392.12
35460.27,4,298.29,71.34
35728.68,6,567.54,266.82
27122.3,6,109.59,70.57
48470.5,13,215.64,457.55
31529.23,1,980.76,360.34
28812.16,2,324.52,481.37
17607.7,9,561.99,248.95
10741.39,12,421.68,100.27
32356.82,9,503.71,295.86
17711.36,11,202.03,83.24
36254.79,12,579.57,472.87
8982.39,3,27.73,23.38
20182.99,11,680.51,118.43
27345.39,9,259.71,372.09
40599.75,16,46.86,109.25
